ticker,sector,close,market_cap,volatility_60,composite_score,weight
GRPN,Communication Services,18.95,770607359.1999999,0.052847121657307844,0.3209478223487229,0.0019325708974518938
ZIP,Industrials,4.05,333015960.15,0.052858420431820964,0.40149511220825446,0.0019321577999241479
W,Consumer Cyclical,99.97,13692697957.9,0.053853005647284,0.33555445074652446,0.0018964737084115496
ANF,Consumer Cyclical,151.43,6425837709.110001,0.05486918119982511,0.3341777153080295,0.0018613510735118889
CMRC,Technology,2.56,212119016.96,0.0565555784502606,0.27585946748757095,0.001805848549826692
ANGI,Communication Services,4.7,190614379.70000002,0.056966157016384134,0.3120657991872305,0.0017928330552408303
NVCR,Healthcare,16.85,1962112404.0000002,0.057586606932007484,0.27399195527262676,0.0017735167041461341
HNST,Consumer Defensive,5.74,615812335.46,0.058730966783467106,0.37231854352866334,0.0017389601248274167
CDNA,Healthcare,50.31,2602748759.13,0.059158691124913294,0.34532140271207,0.00172638723722545
TEAM,Technology,176.42,44658749742.299995,0.06288846526020939,0.39883569138900904,0.0016239990737002886
SEZL,Financial Services,118.35,3985437906.8999996,0.0639773112905892,0.3733214808716188,0.0015963598230180054
MYGN,Healthcare,3.18,304165871.1,0.07183740170367958,0.3012283021432761,0.001421694088412187
EXFY,Technology,2.37,216112393.68,0.07394981488613125,0.29675251583401785,0.0013810826908258658
TDUP,Consumer Cyclical,2.67,350660845.5,0.07490566687445735,0.2843471449816158,0.0013634590491021872
IBTA,Technology,38.38,889249785.32,0.07791862374675165,0.3905025285724113,0.0013107368228288368
DOMO,Technology,3.83,180148496.63,0.08393697740881884,0.27363637100038607,0.0012167558623368115
